Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato
16.96,-0.0013,0.0009,0.0003,0.0175,-0.0005,0.0006,47.81,13.043407,421.62,15.034,0.047,-0.045,499.78,500.44
16.97,-0.0036,0.0001,-0.0015,0.0121,0.0071,0.0032,47.810004,13.043405,422.47,14.992,-0.013,-0.011,499.31,500.91
16.98,0.0032,0.0005,0.0028,0.0077,-0.0018,0.0003,47.809997,13.043414,422.08,14.977,0.031,0.016,499.44,500.27
16.99,-0.0041,-0.0029,-0.0051,0.0058,0.0008,0.0016,47.810005,13.043413,425.74,14.977,0.003,-0.032,499.75,500.76
17,-0.0012,0.003,0.0007,0.0034,-0.0039,-0.0011,47.810003,13.043409,422.36,15.034,-0.037,-0.028,500.14,498.87
17.01,-0.0014,0.0018,-0.0001,0.0033,-0.0014,-0.0003,47.810002,13.043412,424.77,14.935,0.036,-0.016,500.5,499.81
17.02,-0.0027,0.0065,-0.0022,0.0067,-0.0029,0.0028,47.810002,13.043421,422.23,15.04,-0.028,0.004,499,501.19
17.03,-0.0007,-0.0006,0.0012,0.0189,-0.0059,0.004,47.809997,13.043421,423.28,15.007,0.009,0.033,499.27,500.75
17.04,0.0012,-0.0031,-0.0025,0.0185,0.0004,0.0016,47.809999,13.043419,426.46,15.007,0.017,-0.02,498.58,500.98
17.05,0.0017,-0.0022,0.0029,0.0262,0.0037,-0.0009,47.809997,13.04342,425.7,14.963,-0.01,0.036,498.88,500.89
17.06,-0.008,0.003,0.0004,0.0269,-0.0005,0.0035,47.810004,13.043429,423.31,14.988,-0.063,-0.092,498.27,501.18
17.07,-0.0031,-0.0006,0.0019,0.0295,0.0021,0.0052,47.81,13.043431,421.96,15.033,-0.038,-0.11,497.73,501.57
17.08,0.0045,0.0028,-0.0011,0.0328,-0.0063,0,47.810005,13.04343,421.12,14.978,-0.024,0.02,498.86,501.38
17.09,-0.0001,0.0025,0.0001,0.0376,0.0044,0.0045,47.809996,13.043431,426.9,15.003,-0.044,0.028,497.48,502.63
17.1,-0.0042,-0.0018,0.0045,0.0482,-0.0018,0.0014,47.809996,13.04343,421.63,14.97,-0.01,0.019,498.27,501.92
17.11,0.0019,-0.0018,-0.0013,0.051,0.002,-0.0002,47.810003,13.043437,425.02,14.996,-0.014,0.024,498.17,502.52
17.12,-0.0044,-0.0007,-0.0019,0.0495,-0.0052,0.0023,47.809996,13.043438,425.03,15.022,-0.015,-0.018,497.66,502.96
17.13,-0.0015,0.0011,-0.0018,0.0591,-0.0028,-0.0036,47.809995,13.043439,422.74,15.004,-0.014,0.007,496.72,503.21
17.14,-0.0034,0.003,0.002,0.0646,0.0022,0.0011,47.809999,13.043444,424.4,14.99,0.019,-0.003,497.32,503.65
17.15,0.0026,0.0016,0.001,0.0654,0.0044,0.0016,47.81,13.043446,425.7,14.961,0.004,-0.035,496.83,503.57
17.16,0.0019,0.0008,-0.0014,0.0734,0.0009,-0.0023,47.810001,13.043441,426.88,15.008,0.061,0.052,496.75,503.88
17.17,-0.0035,0.0032,0.0006,0.0755,-0.0021,0.002,47.810004,13.043449,422.62,15.011,-0.017,0.003,496.19,504
17.18,0.0021,-0.0049,0.002,0.0744,0.0009,-0.0051,47.809999,13.043451,422.94,14.969,0.035,0.021,495.76,503.8
17.19,-0.002,-0.0069,-0.0007,0.0813,-0.0041,0.0001,47.810003,13.04345,423.92,15.03,0.012,0.066,495.92,504.65
17.2,0.0013,0.0013,-0.0008,0.0854,-0.0016,0.0002,47.809997,13.043454,425.19,15.007,0.061,0.075,495.28,504.19
17.21,0.0004,-0.0016,-0.0027,0.09,-0.0008,-0.0001,47.810003,13.043461,421,14.975,0.065,0.003,495.8,504.15
17.22,0.0002,-0.0007,0.0011,0.09,0.0002,0.0026,47.810001,13.043456,422.33,14.975,-0.034,-0.004,495.66,504.39
17.23,0.0008,0.0001,-0.0029,0.0931,-0.0004,0.0058,47.810001,13.043462,425.63,14.999,0.016,0.009,495.7,504.33
17.24,0.0001,0.0002,0.0019,0.0966,0.0018,-0.0035,47.809999,13.043464,425.85,15.004,-0.033,-0.002,494.77,504.73
17.25,0.0017,-0.0039,-0.0018,0.0965,0.0034,-0.0002,47.809999,13.043461,424.49,14.985,-0.011,-0.031,495.15,504.87
17.26,0.0012,-0.0014,-0.0057,0.0999,-0.0012,0.0005,47.809997,13.043469,424.55,15.012,-0.011,-0.013,494.57,504.79
17.27,-0.0051,-0.0055,0.0058,0.103,0.0044,0.0006,47.810003,13.043468,421.8,15.021,-0.038,0.012,494.71,505.83
17.28,0.0049,0.002,0.0009,0.1088,0.0021,-0.0055,47.810003,13.043474,425.15,15.026,-0.008,0.031,495.46,505.18
17.29,0.001,-0.0036,-0.0057,0.1093,0.0004,0.0005,47.810003,13.043477,423.96,15.023,0.051,0.016,494.69,506.11
17.3,0.0008,-0.0002,-0.0038,0.1118,-0.0046,0.0052,47.810002,13.04347,424.77,15.032,-0.02,0.047,494.3,505.04
17.31,0.0007,0.0017,0.0027,0.1109,-0.0025,-0.0019,47.810005,13.043477,425.87,15.02,-0.003,-0.018,494.31,505.83
17.32,0.0048,-0.0007,0.0051,0.1217,-0.0045,-0.004,47.81,13.04348,421.69,15.012,0,0.028,495.39,505.99
17.33,0.0006,-0.0028,-0.0006,0.1159,0.0023,0.0057,47.809996,13.043478,426.74,14.983,-0.018,-0.026,494.22,505.88
17.34,0.0021,-0.0015,-0.0036,0.1164,0.0009,0.0003,47.809997,13.043486,421.89,15.018,0.051,0.016,493.53,505.07
17.35,-0.0002,-0.0006,0.0034,0.1188,-0.0005,0.0025,47.81,13.043487,425.36,15.018,-0.039,0.009,493.68,506.66
17.36,-0.0004,-0.0022,0.0001,0.1165,0.0008,0.007,47.809999,13.043487,423.87,14.974,0.027,0.005,493.33,505.96
17.37,0.002,0.0004,0.0005,0.1161,-0.0032,0.0035,47.810003,13.043492,424.44,15.023,0.011,0.021,494.32,506.74
17.38,-0.0044,-0.0001,0.0018,0.1202,-0.0021,0.0022,47.810002,13.043486,426.91,15.034,-0.041,-0.017,494.67,506
17.39,-0.0042,0.0019,0.0006,0.1182,-0.0001,0.001,47.810002,13.043492,424.49,14.995,-0.015,-0.066,493.65,506.26
17.4,-0.0039,0.0021,-0.0004,0.1166,0.0027,-0.0007,47.810004,13.043492,422.91,14.978,-0.024,-0.046,493.48,505.95
17.41,0.0003,0.0007,-0.0006,0.1188,-0.0022,-0.003,47.810003,13.043498,426.29,14.987,0.021,0.015,494.21,506.12
17.42,0.002,0.0003,-0.003,0.1157,0.001,0.0011,47.809998,13.0435,423.19,15.012,-0.02,-0.033,493,506.97
17.43,0.0047,-0.0004,-0.0068,0.1174,-0.0068,0.0029,47.810005,13.043504,424.49,14.996,0.079,0.007,494.48,505.98
17.44,0.001,-0.0006,-0.0011,0.1164,0.0013,0.0003,47.810004,13.043505,424,14.93,0.025,0.001,494.22,506.52
17.45,0.0041,0.0004,0.0041,0.1232,-0.0017,0.0035,47.81,13.043501,422.35,15.029,-0.008,0.005,493.69,505.49
17.46,0.0002,-0.0041,0.0003,0.1157,-0.0061,0.0025,47.81,13.043502,424.44,14.93,-0.005,-0.015,493.57,506.6
17.47,0,-0.0013,-0.0015,0.1144,-0.003,0.0017,47.810005,13.043509,426.57,15.007,-0.004,-0.034,494.08,506.08
17.48,0.0016,0.0053,0.0019,0.1103,0.0005,-0.0037,47.809996,13.04351,421.73,15.009,-0.098,-0.022,494.39,506.84
17.49,-0.0019,-0.0012,-0.0001,0.1112,0.0008,0.0051,47.809999,13.043516,422.78,15.006,-0.035,-0.015,495.53,505.51
17.5,-0.0007,0.0002,0.0026,0.1081,-0.0005,0.0016,47.809999,13.043512,422.5,14.979,0.01,-0.009,494.71,505.28
17.51,0.0004,0.0015,-0.0069,0.1073,-0.0013,-0.0069,47.810001,13.043516,422.85,14.977,-0.04,0.008,494.05,504.16
17.52,-0.0032,0.0003,0.0001,0.1054,0.0031,0.002,47.810003,13.043515,421.46,14.994,0.018,-0.058,493.96,505.78
17.53,-0.0012,0.0009,0.0017,0.1081,-0.0013,0.0015,47.810005,13.043518,423.75,15.008,0.04,-0.019,495.1,504.89
17.54,-0.0004,-0.0006,-0.0009,0.1034,0.0054,-0.0021,47.810002,13.043519,426.69,15.05,-0.012,0.007,494.34,505.79
17.55,-0.0026,-0.0016,-0.0003,0.1035,0.005,0.0037,47.809999,13.04352,425.05,15.036,0.024,-0.013,494.34,505.66
17.56,-0.0022,0.0006,-0.0024,0.0968,-0.002,0.0009,47.81,13.043527,422.29,14.975,-0.06,0.001,495.87,505.84
17.57,0.0012,0.0052,0.0021,0.0937,0.0046,-0.0006,47.809995,13.043531,422.91,14.993,-0.005,0.03,494.9,503.85
17.58,0.0009,0.0045,-0.0009,0.0901,0.0053,-0.0005,47.810001,13.043527,426.79,15.031,0.019,-0.03,495.54,504.48
17.59,0.0009,0.0024,-0.0033,0.0856,-0.0034,0.0023,47.809997,13.043533,423.36,14.995,0.013,-0.001,495.7,504.11
17.6,0.0023,-0.0012,0.0008,0.0876,0.0025,-0.0005,47.809996,13.04353,423.78,15.022,-0.006,0,495.7,504.07
17.61,0.0022,0.0009,0.002,0.0839,-0.0036,0.0007,47.809996,13.043539,424.7,15.002,-0.013,-0.019,495.16,504.48
17.62,-0.0036,0.0035,-0.0012,0.08,0.0011,0.0019,47.809997,13.043543,425.68,14.965,-0.043,0.024,495.87,503.82
17.63,0.0031,-0.0027,0.001,0.0755,-0.0032,0.001,47.809997,13.043536,425.7,15.078,-0.048,-0.093,496.41,503.72
17.64,-0.0012,0.0037,-0.0009,0.0713,0.0028,0.0013,47.810004,13.043542,424.12,15.083,0.05,0.036,497.32,503.8
17.65,0.0009,-0.0022,0.0035,0.0682,-0.0014,-0.0011,47.810001,13.043543,426.69,14.986,-0.012,0.005,496.68,503.14
17.66,-0.0025,-0.0001,0.0045,0.0623,0.0023,-0.0008,47.809997,13.043547,425.33,15.03,-0.011,-0.03,497.33,502.84
17.67,-0.0003,-0.0036,-0.0014,0.0582,-0.004,0.0039,47.810003,13.043546,422.18,14.979,0.036,-0.007,497.23,503
17.68,0.0006,0.0043,-0.0007,0.0616,-0.0019,-0.0028,47.810003,13.043551,421.37,14.968,0.04,-0.038,498.05,502.48
17.69,-0.0068,0.0043,-0.0044,0.0497,0.0014,0.0002,47.81,13.043557,426.4,15.034,-0.005,0.032,497.37,502.92
17.7,-0.0014,0.0017,0.0004,0.0472,0.0015,0.003,47.81,13.04355,424.62,15.008,0.047,-0.023,497.03,501.61
17.71,0.0056,-0.0017,0.0034,0.0371,0.0012,-0.0032,47.809999,13.043556,422.77,15.071,0.008,-0.041,498.13,501.41
17.72,-0.001,0.0045,-0.0024,0.0381,0.0054,-0.0017,47.810001,13.043555,424.38,14.978,-0.008,-0.029,498.55,501.38
17.73,-0.0012,-0.0008,-0.0005,0.035,0.001,-0.0027,47.810001,13.043561,423.23,14.989,0.014,0.002,498.16,501.7
17.74,0.0049,-0.002,0.0007,0.0268,0,0.002,47.810001,13.043562,422.41,15.017,-0.029,0.004,498.84,502.05
17.75,-0.0014,-0.0007,0.0016,0.0266,0.0007,-0.0006,47.809995,13.043562,425.82,14.961,0.027,0.029,499.43,501.03
17.76,0.0038,-0.0006,0.0011,0.0234,0.003,-0.0009,47.810003,13.043569,426.73,14.918,0.023,-0.01,498.42,500.73
17.77,-0.0035,-0.0014,-0.0024,0.0196,-0.0046,-0.003,47.809996,13.04357,424.01,14.979,0.012,-0.004,499.76,500.61
17.78,0.0058,-0.0018,0.0029,0.0072,0.0033,0,47.810001,13.043568,423.96,15.037,0.019,-0.044,498.69,500.11
17.79,-0.0012,0,0.0067,0.0044,0.0054,-0.0038,47.809998,13.043569,422.62,14.988,-0.017,-0.039,499.74,499.45
17.8,-0.0013,0.0035,-0.0016,-0.0017,-0.0032,0.0019,47.810001,13.043578,422,15.012,0.001,-0.02,500.05,500.51
17.81,0.0049,0.0019,0.0033,0.0004,0.0006,-0.0009,47.809998,13.043577,422.05,15.053,0.058,0.044,500.7,500.16
17.82,0.0031,-0.0018,0.0008,0.0026,0.0005,-0.0006,47.809998,13.043581,423.07,15.068,-0.004,-0.024,500.55,499.36
17.83,0.0018,0.0006,0.0049,-0.0009,-0.0011,-0.0033,47.809997,13.043577,423.23,14.994,0.022,0.01,500.49,499.59
17.84,0.0034,-0.0039,0.0027,0,-0.0021,0.0004,47.81,13.043579,422.9,14.979,-0.013,0.009,500,500.48
17.85,0.0023,-0.0005,-0.004,-0.0039,0.0024,0.0032,47.810002,13.043589,423.43,14.981,-0.013,0.01,499.57,500.32
17.86,-0.0027,0.002,-0.0003,-0.004,-0.0017,-0.0041,47.810003,13.043582,422.31,14.988,0.02,-0.048,500.16,500.15
17.87,-0.0039,0.0003,0.0061,0.0017,0.004,0.0035,47.809996,13.043591,421.39,15.004,0.011,-0.02,501.39,500.1
17.88,0.005,0.0031,-0.0017,-0.0009,0.0034,-0.0014,47.810004,13.043589,422.53,15.033,-0.011,-0.046,500.42,500.38
17.89,0.0008,0.0066,-0.0043,0.0034,0.0033,0.0038,47.810003,13.043589,421.57,14.982,0.007,-0.008,499.91,499.74
17.9,-0.0023,-0.0011,-0.0051,0.0001,0.0006,0.0044,47.810003,13.043596,424.51,15.037,-0.01,0.007,499.82,500.6
17.91,-0.0032,-0.0027,0.0071,-0.0034,0.0008,0.0011,47.810003,13.043592,425.7,15.027,0.006,0.012,500.69,499.23
17.92,0.0004,0.0016,0.0017,-0.0022,-0.0062,0.0005,47.809999,13.043596,424.06,14.998,0.018,-0.002,499.47,499.51
17.93,0.0046,-0.0014,-0.0007,0.0011,0.0022,0.0033,47.809997,13.043603,421.42,14.965,0.098,-0.036,500.02,499.85
17.94,-0.0033,0.0041,0.0009,0,0.0009,-0.002,47.809999,13.0436,421.33,15.015,0.045,0.016,500.74,500.02
17.95,0.0024,-0.0011,-0.0028,0.0002,0.0019,0.0011,47.809996,13.0436,425.87,14.946,-0.01,0.08,499.36,500.3
17.96,-0.0016,0.0001,0.003,0.0028,0.0007,0.001,47.809995,13.043601,421.24,14.96,0.028,0.016,500.6,500.2
17.97,-0.0016,0.0015,0.0021,0.003,-0.0024,0.0009,47.810004,13.043608,424.9,14.969,0.005,0.05,500.38,499.8
17.98,-0.0005,-0.0003,0.0019,-0.0011,-0.0006,0.001,47.810003,13.043609,424.32,14.986,0.039,0.012,499.47,500.77
17.99,-0.0026,-0.0018,0.0019,0.0008,-0.0069,-0.0028,47.809998,13.043613,421.71,14.947,-0.02,0.013,500.52,500.11
18,-0.0007,-0.0026,-0.0027,0.0016,0.0006,-0.0003,47.809997,13.043612,421.84,15.067,0.022,-0.012,500.02,500.02
18.01,0.0046,-0.0049,0.0025,-0.0038,-0.0041,-0.0026,47.810004,13.043617,426.14,14.993,-0.024,-0.002,499.78,500.03
18.02,0.0026,-0.0004,-0.0016,-0.001,-0.0032,0.0031,47.809996,13.043615,421.69,14.97,-0.03,-0.018,500.52,500.43
18.03,0.0014,0.0019,-0.0016,-0.0045,-0.0018,-0.0001,47.809996,13.043618,423.05,15.026,-0.03,0.008,500.38,499.42
18.04,0.0001,0,-0.0039,0.002,0.0002,-0.001,47.809999,13.043626,423.53,15.025,-0.026,-0.04,500.56,500.36
18.05,0.0025,0.0029,0.0009,0.0017,-0.0015,-0.0011,47.810001,13.043626,423.56,14.977,0.024,-0.004,500.06,500.09
18.06,0.0021,0,0.0014,0.0034,-0.0014,0.0031,47.810002,13.043626,421.7,15.004,0.024,0.017,499.14,500.79
18.07,-0.0002,-0.0027,-0.002,-0.002,-0.0024,-0.0015,47.809998,13.043627,426.16,15.054,0.005,-0.017,501.42,499.85
18.08,0.0015,-0.0017,0.0019,0.0041,-0.0002,-0.0017,47.81,13.043632,425.23,15.034,0.001,0.008,500.46,499.91
18.09,-0.0098,0.0047,0.0007,0.0008,0.0008,0.0009,47.810001,13.043636,426.42,14.962,-0.009,-0.002,500.42,499.93
18.1,0.0024,-0.0027,-0.0051,0.0003,0.0021,-0.0022,47.809998,13.043637,421.77,14.955,0.008,-0.027,499.19,500.5
18.11,0.005,-0.0055,0.0048,0.0003,0.0016,-0.0004,47.81,13.043633,424.15,15.035,-0.022,-0.043,499.46,499.88
18.12,0.0004,-0.0001,-0.0035,-0.0021,-0.0026,-0.0005,47.809996,13.043637,426.83,15.033,-0.034,-0.048,499.71,499.58
18.13,0.0066,-0.0003,-0.0023,0.0013,0.0024,0.0014,47.810002,13.043637,422.99,15.03,-0.017,-0.033,499.55,500.49
18.14,-0.0087,0.0033,0.0026,0.0014,-0.0024,-0.0003,47.810001,13.04364,423.44,14.999,-0.005,-0.004,498.73,500.26
18.15,-0.0069,-0.0001,0.0019,0.0032,-0.0003,0.0001,47.810001,13.043647,422.9,15.003,0.018,0.018,500.66,499.95
18.16,0.001,-0.0033,0.0046,0.0008,-0.0072,-0.0049,47.809996,13.043644,422.19,14.96,-0.003,-0.007,500.07,501.14
18.17,-0.0001,0.0034,0.0003,0.0005,-0.0003,0.0043,47.810004,13.04365,423.66,14.946,0.047,-0.026,500.23,499.56
18.18,0.0012,-0.0054,-0.0086,0.004,-0.0017,0.0018,47.810005,13.043653,424.91,15.016,0.021,0.015,499.03,499.63
18.19,0.0017,-0.001,-0.003,-0.0045,0.0004,0.0006,47.810002,13.043656,423.68,14.962,-0.01,0.001,499.37,499.1
18.2,-0.0007,-0.001,-0.0058,0.0018,-0.003,-0.0009,47.810001,13.043653,424.11,15.015,-0.02,0.019,499.83,499.77
18.21,0.0089,0.0021,-0.0058,0.0022,0.0022,0.0014,47.810001,13.043658,425.71,15.036,-0.015,0.001,499.59,500.86
18.22,-0.0009,0.002,-0.0011,0.005,0.0038,-0.0046,47.810004,13.043656,424.42,14.973,0.058,-0.042,499.9,499.92
18.23,-0.0005,0.0007,-0.0028,-0.0011,0.0051,0.0027,47.810004,13.043656,422.22,14.983,0.048,0.011,500.13,499.8
18.24,-0.0008,0.0024,0.0005,0.0005,0.0017,0.0039,47.809999,13.043659,425.04,14.979,0.03,0,499.8,499.66
18.25,-0.005,-0.0031,0.0091,0.0001,0.0002,0.0006,47.810004,13.043666,425.55,15.015,0.001,0.025,500.3,500.21
18.26,-0.0019,-0.0038,0.0024,-0.0036,0.0009,0.0024,47.810003,13.043667,423.04,15.045,-0.034,-0.009,500.32,500.74
18.27,-0.0006,0.0048,0.0052,0.0004,0.0007,-0.0057,47.810004,13.043669,424.48,15.043,0.019,-0.018,499.82,500.18
18.28,0.005,-0.0027,-0.0024,-0.0051,-0.0004,-0.0026,47.809998,13.043674,421.16,15.045,0.034,0,500.1,500.62
18.29,-0.0027,0.006,0.0003,-0.0009,0.002,-0.0008,47.810004,13.043678,426.34,15.02,0.057,0,499.37,499.98
18.3,-0.0019,-0.001,-0.0033,0.0003,0.0031,-0.0029,47.809995,13.043679,425.11,14.929,0.012,-0.001,500.51,499.42
18.31,0.0007,-0.0004,0.0073,0.0001,0,0.001,47.809996,13.043672,423.53,14.984,-0.011,-0.019,500.19,499.52
18.32,0.0038,-0.0029,0.0022,0.0017,0,0.0038,47.81,13.043679,423.22,15.03,0.01,-0.029,500.11,500.35
18.33,-0.0031,0.0029,-0.002,-0.0039,0.0036,0.0016,47.81,13.043685,422.83,14.996,-0.012,0.017,500.91,499.48
18.34,0.0041,-0.0005,0.0019,-0.0006,0.0035,-0.0024,47.810001,13.043681,426.54,14.986,-0.004,0.003,500.36,500.2
18.35,0.0025,-0.0029,-0.0029,-0.0063,-0.003,-0.0014,47.809996,13.04368,423.07,14.972,0.018,-0.026,499.85,499.64
18.36,-0.0027,-0.0011,-0.0025,-0.0023,-0.0053,0.0004,47.810001,13.043686,421.85,14.979,0.003,0,499.36,500.12
18.37,-0.0113,0.0045,0.0015,-0.005,-0.0001,0.0014,47.809999,13.043684,424.27,14.995,0.012,0.033,499.72,499.46
18.38,0.0021,0.0002,0.0003,-0.0009,0.0012,-0.0042,47.809997,13.043695,425.16,14.985,-0.062,0.016,499.93,500.5
18.39,0.0043,-0.0004,0.0079,-0.0081,0.002,0.0053,47.810002,13.043696,422.82,14.977,0.013,0.003,499.64,500.75
18.4,0.0001,0.0066,-0.0014,0.0029,-0.0078,0.0025,47.809999,13.043692,422.72,15.019,-0.068,-0.049,499.72,499.43
18.41,0.003,0.0016,0.0012,0.0031,0.0048,0.0032,47.810002,13.043692,425.48,14.971,-0.025,-0.02,500.43,499.56
18.42,-0.0006,-0.0007,-0.001,0.001,-0.0005,0.0026,47.810004,13.043695,424.13,14.946,0.029,-0.042,499.45,499.57
18.43,0.0059,-0.002,-0.0001,0,0.0019,0.0004,47.809999,13.043705,424.44,15.045,0.007,0.03,500.54,500.14
18.44,0.0017,-0.005,0.0048,-0.002,0.0013,0.0008,47.809996,13.043706,425.22,15.014,0.048,-0.033,499.45,500.36
18.45,0.0045,-0.0003,0.0009,-0.0015,0.0002,0.0008,47.810002,13.043709,424.81,14.99,0.017,0.013,501.2,500.59
18.46,0.0001,0.0018,0,-0.0027,-0.0029,0.0024,47.810004,13.043702,425.12,15.008,-0.008,-0.002,500.23,499.72
18.47,-0.0026,0.001,-0.0009,0.0018,-0.0009,-0.0017,47.810004,13.04371,422.36,14.995,-0.014,0.022,499.72,500.64
18.48,0.0018,0.0062,0.0014,0.0012,0.0026,-0.002,47.809999,13.043711,423.7,14.995,0.019,0.031,500.32,500.15
18.49,0.0013,-0.0031,-0.0009,0.0029,-0.0052,0.0042,47.810003,13.043711,422.03,15.019,-0.018,0.005,500.02,500.86
18.5,-0.0012,0.0012,-0.003,-0.0001,-0.001,0.0033,47.809997,13.043719,425.45,14.952,0.003,-0.011,500.1,499.96
18.51,-0.0008,0.0014,0.0034,-0.0036,0.003,-0.0015,47.810001,13.043721,423.31,14.993,0.018,0.034,500.57,500.12
18.52,-0.0047,0.0049,0.0016,0.0008,-0.0024,-0.0018,47.810001,13.043718,424.73,14.945,0,0.026,500.81,500.7
18.53,0.002,0.0076,0.004,0.0003,0.0066,-0.0004,47.809996,13.043723,421.13,14.989,0.017,0.015,501.07,500.87
18.54,0.0006,0.002,-0.0028,-0.002,-0.0019,0.004,47.809998,13.043725,422.84,15.028,0.007,0.032,499.25,500.64
18.55,0.0016,0.0014,0.0008,-0.0013,0.002,-0.0048,47.809996,13.043722,422.44,15.03,-0.055,0.016,500.65,499.22
18.56,-0.0052,-0.002,0.0005,0.0013,0.0054,-0.0046,47.810003,13.043725,426.93,14.985,0.003,-0.016,500,500.74
18.57,0.0063,0.002,0.0047,-0.0034,-0.0009,-0.0018,47.810004,13.043727,423.48,14.991,-0.029,0.017,500.44,500.25
18.58,0.0021,0.0054,-0.0027,-0.0054,-0.0051,-0.0021,47.809999,13.043729,421.54,15,0.02,-0.005,500.41,499.94
18.59,0.0019,0.002,0.0059,0.0008,-0.0019,0.0004,47.809998,13.043736,423.96,15.013,0.06,-0.009,499.48,500.11
18.6,-0.0005,0.0014,-0.0029,0.0024,-0.0057,-0.0068,47.810003,13.043733,424.07,15.022,-0.024,-0.027,500.3,500.38
18.61,0.0012,0.0012,0.0013,-0.0002,0.0023,-0.0032,47.809999,13.043739,423.81,14.986,-0.003,-0.042,499.86,501.06
18.62,0.0017,0.0016,-0.0003,0.0013,0.0009,-0.0032,47.809997,13.043743,425.09,15,-0.017,-0.01,499.53,499.86
18.63,-0.0001,-0.0014,-0.0014,0.0036,-0.0006,0.0043,47.810002,13.043737,425.93,15.026,-0.017,-0.019,499.85,500.97
18.64,-0.0035,-0.0015,-0.0013,0.0043,-0.0048,0.0006,47.81,13.043745,426.52,14.935,0.005,-0.06,499.12,500.89
18.65,0.0038,0.0009,-0.0071,0.0007,0.0022,0.0064,47.809997,13.043745,425.69,15,-0.042,0.003,500.34,500.61
18.66,0.0014,-0.0005,0.0004,-0.0005,0.0018,0.0016,47.809997,13.04375,423.46,14.996,0.044,-0.011,500.34,500.6
18.67,0.0005,-0.0014,-0.0003,0.0021,0.0034,0.0036,47.810005,13.04375,422.78,15.007,-0.012,0,500.17,499.4
18.68,-0.0005,-0.0032,0.0035,0.0001,-0.0028,0.0029,47.809997,13.043747,425.54,14.984,0.033,0.003,499.59,499.69
18.69,0.0024,0.0038,-0.0054,0.0021,-0.0005,-0.0025,47.810003,13.043753,425.66,15.023,0.014,-0.007,500.32,499.65
18.7,0.0048,-0.0075,-0.0011,-0.0089,0.001,-0.0021,47.81,13.043753,421.33,15.005,-0.006,-0.013,500.46,499.64
18.71,0.0013,0.0052,-0.0005,0.0005,0.0036,-0.0012,47.81,13.043753,423.82,15.018,0.034,-0.012,500.37,500.08
18.72,-0.0018,0.0032,-0.001,0.0019,-0.0006,-0.0052,47.810003,13.043761,422.62,15.034,-0.005,-0.043,500.7,500.3
18.73,0.0004,0.0016,-0.0007,0.0041,-0.0004,0.0031,47.810001,13.04376,422.96,14.964,-0.029,0.012,500.17,499.62
18.74,0.0004,-0.0021,0.0033,-0.0014,-0.0008,-0.0029,47.810005,13.043765,421.16,14.991,0.033,0,499.94,500.53
18.75,-0.0048,-0.0026,0.0004,-0.0006,0.0014,0.0005,47.810003,13.043762,426.24,14.972,0.01,0.069,499.44,500.22
18.76,-0.0004,0.0042,-0.0013,-0.0032,-0.0008,0.0035,47.810002,13.043769,421.42,15.036,0.007,0.006,499.65,499.77
18.77,-0.0002,-0.0006,0.0008,-0.0051,-0.003,-0.002,47.810004,13.043768,423.69,14.955,-0.016,0.026,499.9,500.09
18.78,-0.0077,0.0044,0.0016,0.0049,0.0001,0,47.810001,13.043768,425.76,15.036,-0.002,-0.029,500.62,499.98
18.79,-0.0046,0,0.0045,-0.0044,0.0017,0.0025,47.810004,13.043776,424.32,15.006,-0.03,0.052,500.5,499.81
18.8,0.0047,-0.0044,-0.0005,-0.0002,0.0019,0.0029,47.809998,13.043774,426.07,15.045,0.01,-0.031,499.74,499.91
18.81,0.0003,-0.0043,0.0019,-0.002,0.0003,-0.0011,47.809996,13.043778,422.61,15.053,-0.016,0.02,501.18,499.61
18.82,-0.0054,-0.001,-0.0019,-0.0006,0.004,0.003,47.809998,13.043782,424.59,15.013,0.022,0.024,499.31,500.54
18.83,0.0033,0.0038,0.0004,-0.0011,0.0022,0.0027,47.810005,13.04378,423.62,14.983,0.028,-0.017,500.25,499.95
18.84,0.0009,0.0031,-0.0013,0.0027,-0.0037,-0.0035,47.809999,13.04378,425.53,15.058,-0.055,0.051,500.05,500.97
18.85,0.0045,-0.0026,-0.0002,0.0024,0.0005,0.0063,47.810003,13.043786,424.85,15.041,-0.038,0.045,500.01,499.63
18.86,0.0016,-0.0003,0.0047,-0.0023,-0.0028,0.0022,47.809998,13.043785,422.46,15.016,-0.034,-0.05,499.27,499.35
18.87,-0.0004,0.0005,0.0066,-0.0046,0.0032,-0.001,47.810001,13.043787,422.47,14.977,0.04,-0.027,499.74,499.96
18.88,-0.0014,0.0063,0.0011,-0.0012,0.0008,-0.0028,47.810001,13.043791,425.16,14.99,0.003,-0.038,500.51,499.34
18.89,0.0001,-0.0048,-0.0083,0,0.0003,0.0036,47.810004,13.043796,426.32,14.963,0.051,-0.041,499.06,500.54
18.9,0.0028,0.0024,0.0012,-0.0035,-0.004,-0.0007,47.809996,13.043791,422.46,14.939,-0.06,0.072,499.9,500.03
18.91,0,-0.0037,0.0005,-0.0021,-0.0013,-0.001,47.809998,13.043793,422.93,14.997,0.047,0.005,500.1,499.91
18.92,0.0027,-0.004,0.0006,-0.004,0.0034,-0.0037,47.810001,13.043796,422.68,14.966,0.007,0.012,500.77,501.23
